age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,inertie_poste,revenu_par_niveau,satisfaction_globale,satisfaction_min,satisfaction_max,performance,hs_et_salaire_bas,jeune_faible_anciennete,serial-worker,poste_x_niveau,formations_par_an,part_sans_promotion
42,M,19613,Célibataire,Consulting,Senior Manager,8,24,1,0,0,2,9,2,Autre,Occasionnel,0,1,4,2,5,4,4,3,4,Non,22.0,3537,0.0,3922.59,3.75,3,4,2,0,0,1,Senior Manager | N5,1.0,0.0
35,M,3407,Marié(e),Consulting,Consultant,1,10,10,9,2,3,28,3,Infra & Cloud,Occasionnel,6,8,2,4,2,3,4,2,3,Non,17.0,495,0.9,1703.49,2.75,2,4,-1,0,0,0,Consultant | N2,0.273,0.6
34,M,5063,Marié(e),Consulting,Manager,1,8,8,2,1,3,10,4,Entrepreunariat,Frequent,7,7,4,2,2,3,2,2,3,Non,14.000000000000002,622,0.25,2531.49,2.75,2,4,1,0,0,0,Manager | N2,0.333,0.875
40,F,4639,Marié(e),Commercial,Cadre Commercial,1,5,5,4,1,2,14,2,Infra & Cloud,Occasionnel,1,2,4,3,2,1,3,3,3,Non,15.0,605,0.8,2319.49,2.75,1,4,0,0,0,0,Cadre Commercial | N2,0.333,0.2
43,M,4876,Divorcé(e),Consulting,Consultant,5,8,6,4,1,0,27,3,Entrepreunariat,Occasionnel,0,2,4,4,1,2,3,3,3,Non,12.0,522,0.667,4875.95,3.0,2,4,-1,0,0,1,Consultant | N1,0.0,0.0
35,M,2690,Marié(e),Consulting,Consultant,1,1,1,0,1,5,7,2,Infra & Cloud,Occasionnel,0,1,3,2,1,4,4,2,3,Non,18.0,410,0.0,2689.97,3.25,2,4,1,0,0,0,Consultant | N1,2.5,0.0
46,M,17567,Célibataire,Commercial,Senior Manager,1,27,26,0,0,5,1,4,Infra & Cloud,Occasionnel,0,12,4,4,4,1,2,1,3,Non,15.0,2291,0.0,4391.74,2.0,1,4,-1,0,0,0,Senior Manager | N4,0.185,0.0
28,M,2408,Marié(e),Consulting,Consultant,1,1,1,1,3,3,24,3,Transformation Digitale,Occasionnel,0,0,3,3,1,2,3,3,3,Oui,17.0,350,1.0,2407.98,2.75,2,3,0,1,1,0,Consultant | N1,1.5,0.0
22,F,2814,Marié(e),Consulting,Assistant de Direction,1,4,4,2,0,2,26,2,Autre,Aucun,1,3,2,2,1,3,2,2,3,Oui,14.000000000000002,346,0.5,2813.97,2.25,2,3,1,1,0,0,Assistant de Direction | N1,0.4,0.25
50,M,11245,Marié(e),Consulting,Manager,2,32,30,8,1,3,20,5,Transformation Digitale,Frequent,12,13,2,3,4,3,3,3,3,Oui,15.0,1467,0.267,2811.24,2.75,2,3,0,0,0,0,Manager | N4,0.097,0.4
32,F,3312,Marié(e),Consulting,Assistant de Direction,3,6,3,2,2,3,5,4,Autre,Occasionnel,0,2,2,4,1,4,4,3,3,Non,17.0,481,0.667,3311.97,3.25,2,4,-1,0,0,0,Assistant de Direction | N1,0.75,0.0
44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,23,22,7,1,4,7,3,Transformation Digitale,Occasionnel,1,10,2,3,5,4,4,2,3,Oui,14.000000000000002,2339,0.318,3809.79,3.0,2,4,0,0,0,0,Directeur Technique | N5,0.174,0.045
30,M,2141,Marié(e),Consulting,Assistant de Direction,1,6,6,4,1,3,7,3,Transformation Digitale,Occasionnel,1,1,2,2,1,2,2,2,3,Non,12.0,229,0.667,2140.98,2.0,2,2,1,0,0,0,Assistant de Direction | N1,0.429,0.167
45,F,5769,Célibataire,Consulting,Consultant,1,10,10,7,0,3,5,5,Transformation Digitale,Occasionnel,1,4,3,1,2,1,1,3,3,Oui,14.000000000000002,708,0.7,2884.49,2.0,1,3,2,0,0,0,Consultant | N2,0.273,0.1
45,M,4385,Marié(e),Commercial,Cadre Commercial,1,10,10,7,1,2,26,3,Marketing,Aucun,4,5,1,2,2,1,1,3,3,Non,15.0,572,0.7,2192.49,1.5,1,3,1,0,0,0,Cadre Commercial | N2,0.182,0.4
31,M,5332,Célibataire,Commercial,Cadre Commercial,7,10,5,2,0,3,2,4,Autre,Frequent,0,3,4,3,2,1,4,3,3,Non,13.0,613,0.4,2665.99,3.0,1,4,0,0,0,1,Cadre Commercial | N2,0.5,0.0
36,F,4663,Marié(e),Consulting,Tech Lead,9,7,3,2,2,2,12,4,Infra & Cloud,Occasionnel,1,1,3,3,2,3,2,3,3,Oui,12.0,500,0.667,2331.49,2.75,2,3,0,1,0,1,Tech Lead | N2,0.5,0.333
34,M,4724,Divorcé(e),Consulting,Tech Lead,1,9,9,7,1,3,10,4,Infra & Cloud,Frequent,7,2,3,4,2,4,1,3,3,Non,13.0,543,0.778,2361.99,2.75,1,4,-1,0,0,0,Tech Lead | N2,0.3,0.778
49,F,3211,Marié(e),Consulting,Consultant,1,10,9,6,1,3,25,4,Infra & Cloud,Occasionnel,1,4,3,3,1,1,4,2,3,Non,14.000000000000002,394,0.667,3210.97,2.5,1,4,0,0,0,0,Consultant | N1,0.3,0.111
39,M,5377,Marié(e),Consulting,Tech Lead,2,10,7,7,3,3,10,5,Transformation Digitale,Occasionnel,7,7,2,3,2,1,4,3,3,Non,13.0,619,1.0,2688.49,2.5,1,4,0,0,0,0,Tech Lead | N2,0.375,1.0
27,M,4066,Divorcé(e),Consulting,Consultant,1,7,7,7,2,3,19,3,Autre,Occasionnel,0,7,4,2,1,1,1,3,3,Non,11.0,403,1.0,4065.96,2.25,1,4,1,0,0,0,Consultant | N1,0.375,0.0
35,M,5208,Marié(e),Consulting,Assistant de Direction,1,16,16,15,0,2,18,5,Infra & Cloud,Occasionnel,1,10,2,4,2,1,4,3,3,Non,11.0,516,0.937,2603.99,2.5,1,4,-1,0,0,0,Assistant de Direction | N2,0.118,0.062
28,F,4877,Divorcé(e),Consulting,Tech Lead,0,6,5,3,1,5,27,3,Transformation Digitale,Occasionnel,0,0,2,1,2,1,2,2,4,Non,21.0,846,0.6,2438.49,1.75,1,2,3,0,0,0,Tech Lead | N2,0.833,0.0
21,M,3117,Célibataire,Consulting,Assistant de Direction,1,3,2,2,0,2,5,1,Transformation Digitale,Occasionnel,2,2,3,3,1,4,3,3,3,Non,18.0,475,1.0,3116.97,3.25,3,4,0,0,1,0,Assistant de Direction | N1,0.667,1.0
18,F,1569,Célibataire,Commercial,Représentant Commercial,1,0,0,0,0,2,3,2,Transformation Digitale,Frequent,0,0,2,3,1,4,3,4,3,Oui,12.0,168,0.0,1568.98,3.25,2,4,0,1,1,0,Représentant Commercial | N1,2.0,0.0
47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,27,5,2,1,2,26,4,Infra & Cloud,Occasionnel,1,0,4,3,5,3,3,3,3,Non,11.0,1948,0.4,3931.59,3.25,3,4,0,0,0,0,Senior Manager | N5,0.333,0.2
39,M,3069,Divorcé(e),Consulting,Consultant,0,11,10,8,1,3,3,2,Transformation Digitale,Occasionnel,0,7,3,2,2,3,4,3,3,Non,15.0,400,0.8,1534.49,3.25,3,4,1,0,0,0,Consultant | N2,0.273,0.0
40,F,10435,Marié(e),Consulting,Tech Lead,1,18,18,15,2,2,15,3,Infra & Cloud,Occasionnel,14,12,1,2,3,3,4,3,3,Non,13.0,1200,0.833,3478.32,2.75,1,4,1,0,0,0,Tech Lead | N3,0.105,0.778
35,F,4148,Marié(e),Consulting,Manager,1,15,14,11,1,5,8,4,Infra & Cloud,Aucun,2,9,3,3,2,3,4,3,3,Non,12.0,444,0.786,2073.99,3.25,3,4,0,0,0,0,Manager | N2,0.333,0.143
37,M,5768,Marié(e),Consulting,Tech Lead,3,9,4,3,3,2,19,3,Infra & Cloud,Occasionnel,0,2,3,3,2,3,1,2,3,Non,17.0,838,0.75,2883.99,2.25,1,3,0,0,0,0,Tech Lead | N2,0.4,0.0
39,F,5042,Célibataire,Consulting,Tech Lead,0,10,9,2,0,2,4,3,Transformation Digitale,Frequent,3,8,1,3,2,3,4,1,3,Non,13.0,580,0.222,2520.99,2.25,1,4,0,0,0,0,Tech Lead | N2,0.2,0.333
45,F,5770,Divorcé(e),Consulting,Tech Lead,1,10,10,7,2,3,2,2,Autre,Occasionnel,3,9,4,2,2,4,1,3,3,Non,19.0,921,0.7,2884.99,3.0,1,4,1,0,0,0,Tech Lead | N2,0.273,0.3
38,F,7756,Marié(e),Consulting,Tech Lead,3,10,5,4,1,6,2,2,Transformation Digitale,Occasionnel,0,2,4,2,3,3,4,4,3,Oui,19.0,1238,0.8,2585.32,3.75,3,4,1,0,0,0,Tech Lead | N3,1.0,0.0
35,M,10306,Marié(e),Commercial,Cadre Commercial,9,15,13,12,0,3,10,3,Transformation Digitale,Occasionnel,6,0,4,2,3,1,3,3,3,Non,17.0,1497,0.923,3435.32,2.75,1,4,1,0,0,1,Cadre Commercial | N3,0.214,0.462
37,F,3936,Marié(e),Consulting,Assistant de Direction,1,8,8,4,1,2,10,3,Transformation Digitale,Occasionnel,7,7,2,3,1,2,1,1,3,Non,11.0,390,0.5,3935.96,1.5,1,2,0,0,0,0,Assistant de Direction | N1,0.222,0.875
40,F,7945,Célibataire,Consulting,Tech Lead,6,18,4,2,0,2,16,3,Infra & Cloud,Occasionnel,3,3,3,3,3,4,4,2,3,Oui,15.0,1036,0.5,2648.32,3.25,2,4,0,0,0,1,Tech Lead | N3,0.4,0.75
44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,7,0,3,1,5,Ressources Humaines,Frequent,0,2,1,3,2,4,3,3,3,Oui,11.0,569,0.7,2871.49,2.75,1,4,0,0,0,0,Ressources Humaines | N2,0.273,0.0
48,M,15202,Marié(e),Consulting,Senior Manager,2,23,2,2,1,3,4,5,Transformation Digitale,Frequent,2,2,3,2,4,4,2,3,4,Non,25.0,3040,1.0,3800.49,3.0,2,4,2,0,0,0,Senior Manager | N4,1.0,1.0
35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,7,2,2,2,2,15,2,Transformation Digitale,Occasionnel,2,2,1,1,2,4,4,2,3,Oui,14.000000000000002,668,1.0,2719.99,2.75,1,4,2,0,0,1,Cadre Commercial | N2,0.667,1.0
24,F,3760,Célibataire,Consulting,Assistant de Direction,1,6,6,3,0,2,2,1,Entrepreunariat,Frequent,1,3,1,3,1,4,3,3,3,Oui,13.0,433,0.5,3759.96,2.75,1,4,0,1,0,0,Assistant de Direction | N1,0.286,0.167
27,F,3517,Marié(e),Consulting,Assistant de Direction,7,5,3,2,0,0,8,3,Transformation Digitale,Occasionnel,0,2,2,4,1,3,1,3,3,Non,17.0,511,0.667,3516.96,2.25,1,3,-1,0,0,1,Assistant de Direction | N1,0.0,0.0
27,M,2580,Célibataire,Consulting,Assistant de Direction,2,6,4,2,0,0,2,3,Transformation Digitale,Frequent,1,2,4,3,1,4,3,2,3,Non,13.0,297,0.5,2579.97,3.25,2,4,0,0,0,0,Assistant de Direction | N1,0.0,0.25
40,M,2166,Célibataire,Consulting,Consultant,3,10,4,2,0,3,7,3,Infra & Cloud,Occasionnel,0,3,1,3,1,1,2,1,3,Oui,14.000000000000002,266,0.5,2165.98,1.25,1,2,0,1,0,0,Consultant | N1,0.6,0.0
29,M,5869,Célibataire,Commercial,Cadre Commercial,9,8,5,2,0,2,10,3,Transformation Digitale,Occasionnel,1,4,3,2,2,3,3,3,3,Non,11.0,582,0.4,2934.49,3.0,3,3,1,0,0,1,Cadre Commercial | N2,0.333,0.2
36,F,8008,Marié(e),Consulting,Manager,4,9,3,2,2,6,5,4,Infra & Cloud,Occasionnel,0,2,2,3,3,1,3,3,3,Non,12.0,858,0.667,2669.32,2.25,1,3,0,0,0,0,Manager | N3,1.5,0.0
25,M,5206,Divorcé(e),Consulting,Tech Lead,1,7,7,7,2,6,2,1,Infra & Cloud,Frequent,0,7,4,4,2,3,3,3,3,Non,17.0,756,1.0,2602.99,3.25,3,4,-1,0,0,0,Tech Lead | N2,0.75,0.0
39,M,5295,Marié(e),Consulting,Tech Lead,4,7,5,4,0,3,12,3,Transformation Digitale,Occasionnel,1,0,4,3,2,2,3,3,4,Non,21.0,919,0.8,2647.49,3.0,2,4,1,0,0,0,Tech Lead | N2,0.5,0.2
49,F,16413,Marié(e),Consulting,Directeur Technique,3,27,4,2,2,2,22,4,Autre,Occasionnel,1,2,1,3,4,2,2,3,3,Non,16.0,2264,0.5,4103.24,2.0,1,3,0,0,0,0,Directeur Technique | N4,0.4,0.25
50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,19,14,11,3,3,17,5,Infra & Cloud,Occasionnel,1,11,4,2,3,1,3,3,3,Non,15.0,1731,0.786,4422.99,2.75,1,4,1,0,0,1,Directeur Technique | N3,0.2,0.071
20,F,2783,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,2,3,Transformation Digitale,Occasionnel,2,2,3,3,1,3,1,3,3,Non,19.0,444,1.0,2782.97,2.5,1,3,0,0,1,0,Représentant Commercial | N1,1.0,1.0
34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,11,8,1,2,3,3,Infra & Cloud,Occasionnel,7,9,4,3,2,2,3,3,3,Non,12.0,582,0.727,2716.49,3.0,2,4,0,0,0,0,Assistant de Direction | N2,0.167,0.636
36,M,2013,Célibataire,Consulting,Consultant,2,15,4,3,0,4,7,3,Infra & Cloud,Occasionnel,1,3,1,3,1,2,3,3,3,Non,11.0,199,0.75,2012.98,2.25,1,3,0,0,0,0,Consultant | N1,0.8,0.25
49,F,13966,Marié(e),Consulting,Manager,2,30,15,11,1,3,6,1,Infra & Cloud,Occasionnel,2,12,3,2,4,3,2,3,3,Oui,19.0,2230,0.733,3491.49,2.75,2,3,1,0,0,0,Manager | N4,0.188,0.133
36,F,4374,Marié(e),Consulting,Tech Lead,0,4,3,2,0,6,1,4,Transformation Digitale,Aucun,1,2,4,2,2,3,3,3,3,Non,15.0,571,0.667,2186.99,3.25,3,4,1,0,0,0,Tech Lead | N2,1.5,0.333
36,M,6842,Divorcé(e),Consulting,Manager,6,13,5,4,1,3,3,2,Infra & Cloud,Occasionnel,0,4,4,4,2,1,1,3,4,Non,20.0,1140,0.8,3420.98,2.25,1,4,0,0,0,1,Manager | N2,0.5,0.0
54,F,17426,Marié(e),Consulting,Senior Manager,3,36,10,8,1,6,22,5,Transformation Digitale,Occasionnel,4,7,2,3,4,3,3,3,4,Non,25.0,3485,0.8,4356.49,2.75,2,3,1,0,0,0,Senior Manager | N4,0.545,0.4
43,M,17603,Marié(e),Consulting,Directeur Technique,1,14,14,10,1,3,15,2,Infra & Cloud,Occasionnel,6,11,3,2,4,3,1,3,4,Non,24.0,3407,0.714,4400.74,2.5,1,3,2,0,0,0,Directeur Technique | N4,0.2,0.429
35,M,4581,Célibataire,Commercial,Cadre Commercial,3,13,11,9,0,2,12,4,Autre,Frequent,6,7,4,3,2,4,1,4,4,Oui,24.0,887,0.818,2290.49,3.25,1,4,1,1,0,0,Cadre Commercial | N2,0.167,0.545
38,M,4735,Marié(e),Consulting,Assistant de Direction,7,19,13,11,2,4,1,3,Infra & Cloud,Frequent,2,9,4,3,2,4,4,4,3,Non,15.0,618,0.846,2367.49,4.0,4,4,0,0,0,1,Assistant de Direction | N2,0.286,0.154
29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,10,0,1,3,5,3,Transformation Digitale,Occasionnel,0,9,1,2,2,2,2,2,3,Oui,13.0,482,0.0,2093.49,1.75,1,2,1,1,0,0,Cadre Commercial | N2,0.273,0.0
33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,6,2,2,5,2,4,Transformation Digitale,Occasionnel,0,4,4,3,2,4,3,3,3,Non,14.000000000000002,676,0.333,2752.49,3.5,3,4,0,0,0,0,Cadre Commercial | N2,0.714,0.0
32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,10,9,5,2,4,2,3,Transformation Digitale,Occasionnel,1,6,4,3,2,2,3,2,3,Non,13.0,629,0.556,2734.99,2.75,2,4,0,0,0,0,Assistant de Direction | N2,0.4,0.111
31,F,5476,Marié(e),Commercial,Cadre Commercial,1,10,10,0,2,2,5,4,Infra & Cloud,Occasionnel,0,2,1,3,2,4,1,3,3,Non,11.0,543,0.0,2737.99,2.25,1,4,0,0,0,0,Cadre Commercial | N2,0.182,0.0
49,F,2587,Divorcé(e),Consulting,Consultant,4,17,2,2,1,2,16,3,Transformation Digitale,Occasionnel,2,2,4,3,1,1,2,2,3,Oui,16.0,357,1.0,2586.97,2.25,1,4,0,1,0,0,Consultant | N1,0.667,1.0
38,F,2440,Célibataire,Consulting,Consultant,1,4,4,3,0,3,2,3,Transformation Digitale,Frequent,3,3,4,2,1,2,2,3,4,Non,22.0,440,0.75,2439.98,2.75,2,4,2,0,0,0,Consultant | N1,0.6,0.75
47,F,15972,Divorcé(e),Commercial,Senior Manager,6,29,3,2,3,2,2,4,Infra & Cloud,Occasionnel,1,2,2,4,4,2,3,3,3,Non,14.000000000000002,1961,0.667,3992.99,2.5,2,3,-1,0,0,1,Senior Manager | N4,0.5,0.333
49,M,15379,Célibataire,Consulting,Senior Manager,4,23,8,7,0,2,1,3,Infra & Cloud,Occasionnel,0,0,3,3,4,3,1,3,3,Non,14.000000000000002,1889,0.875,3844.74,2.5,1,3,0,0,0,0,Senior Manager | N4,0.222,0.0
41,M,7082,Célibataire,Commercial,Cadre Commercial,3,21,2,0,0,2,23,2,Infra & Cloud,Occasionnel,0,2,4,3,3,3,4,3,3,Oui,16.0,977,0.0,2360.66,3.5,3,4,0,0,0,0,Cadre Commercial | N3,0.667,0.0
20,M,2728,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,9,1,Infra & Cloud,Occasionnel,0,2,4,3,1,1,1,3,3,Non,11.0,270,1.0,2727.97,2.25,1,4,0,0,1,0,Représentant Commercial | N1,1.0,0.0
33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,7,6,5,1,2,16,3,Infra & Cloud,Aucun,1,2,3,3,2,4,3,3,4,Oui,25.0,1074,0.833,2683.99,3.25,3,4,1,0,0,0,Cadre Commercial | N2,0.286,0.167
36,M,5347,Marié(e),Consulting,Manager,6,10,3,2,2,2,26,4,Infra & Cloud,Occasionnel,0,2,1,3,2,3,2,2,3,Non,14.000000000000002,657,0.667,2673.49,2.0,1,3,0,0,0,1,Manager | N2,0.5,0.0
44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,8,2,2,3,2,1,3,Infra & Cloud,Occasionnel,2,2,3,3,1,4,1,3,3,Oui,18.0,487,1.0,3194.97,2.75,1,4,0,1,0,0,Ressources Humaines | N1,0.667,1.0
23,M,3989,Célibataire,Consulting,Consultant,1,5,5,4,0,2,8,1,Transformation Digitale,Occasionnel,1,2,4,2,1,3,1,3,3,Oui,11.0,395,0.8,3988.96,2.75,1,4,1,1,0,0,Consultant | N1,0.333,0.2
38,F,3306,Marié(e),Consulting,Consultant,7,7,0,0,1,5,4,2,Transformation Digitale,Occasionnel,0,0,4,3,1,3,4,2,3,Non,19.0,528,0.0,3305.97,3.25,2,4,0,0,0,1,Consultant | N1,5.0,0.0
53,M,7005,Marié(e),Consulting,Manager,3,11,4,3,0,2,24,4,Transformation Digitale,Occasionnel,1,2,2,4,3,4,3,3,3,Non,15.0,914,0.75,2334.99,3.0,2,4,-1,0,0,0,Manager | N3,0.4,0.25
48,F,2655,Marié(e),Commercial,Représentant Commercial,2,19,9,7,2,3,7,2,Transformation Digitale,Frequent,7,7,4,3,1,3,3,3,3,Oui,11.0,263,0.778,2654.97,3.25,3,4,0,1,0,0,Représentant Commercial | N1,0.3,0.778
32,M,1393,Célibataire,Consulting,Consultant,1,1,1,0,0,2,2,4,Infra & Cloud,Occasionnel,0,0,4,3,1,2,1,3,3,Non,12.0,149,0.0,1392.99,2.5,1,4,0,0,0,0,Consultant | N1,1.0,0.0
26,M,2570,Célibataire,Consulting,Consultant,1,7,7,7,0,5,7,3,Transformation Digitale,Aucun,5,7,4,3,1,4,3,3,4,Non,20.0,428,1.0,2569.97,3.5,3,4,1,0,0,0,Consultant | N1,0.625,0.714
55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,8,4,2,1,1,22,3,Entrepreunariat,Occasionnel,1,2,1,2,1,2,4,3,3,Non,12.0,379,0.5,3536.96,2.5,1,4,1,0,0,1,Assistant de Direction | N1,0.2,0.25
34,M,3986,Marié(e),Consulting,Consultant,1,15,15,10,1,3,5,2,Transformation Digitale,Occasionnel,4,13,2,2,2,4,3,4,3,Non,14.000000000000002,490,0.667,1992.99,3.25,2,4,1,0,0,0,Consultant | N2,0.188,0.267
60,M,10883,Divorcé(e),Consulting,Manager,3,19,1,0,1,2,1,4,Transformation Digitale,Occasionnel,0,0,3,1,3,4,3,4,4,Non,20.0,1814,0.0,3627.65,3.5,3,4,3,0,0,0,Manager | N3,1.0,0.0
33,M,2028,Marié(e),Consulting,Consultant,1,14,14,11,3,6,21,3,Transformation Digitale,Occasionnel,2,13,2,4,1,2,4,3,3,Non,18.0,309,0.786,2027.98,2.75,2,4,-1,0,0,0,Consultant | N1,0.4,0.143
37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,6,3,2,2,1,4,Transformation Digitale,Frequent,1,3,3,1,2,4,3,2,3,Non,14.000000000000002,1170,0.5,4762.48,3.0,2,4,2,0,0,0,Cadre Commercial | N2,0.286,0.167
34,F,2929,Marié(e),Consulting,Assistant de Direction,1,10,10,9,0,3,19,3,Infra & Cloud,Occasionnel,8,7,2,2,1,4,2,3,3,Non,12.0,314,0.9,2928.97,2.75,2,4,1,0,0,0,Assistant de Direction | N1,0.273,0.8
23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,3,2,1,2,7,3,Infra & Cloud,Occasionnel,0,2,3,3,1,4,2,3,4,Oui,21.0,395,0.667,2274.98,3.0,2,4,1,1,0,0,Représentant Commercial | N1,0.5,0.0
44,F,7879,Marié(e),Consulting,Manager,1,9,8,7,1,2,2,3,Infra & Cloud,Occasionnel,6,7,3,4,3,4,2,3,3,Oui,19.0,1258,0.875,2626.32,3.0,2,4,-1,0,0,0,Manager | N3,0.222,0.75
35,M,4930,Célibataire,Consulting,Assistant de Direction,0,6,5,4,0,2,2,4,Transformation Digitale,Frequent,1,4,1,2,1,4,3,4,3,Oui,14.000000000000002,605,0.8,4929.95,3.0,1,4,1,0,0,0,Assistant de Direction | N1,0.333,0.2
43,M,7847,Marié(e),Commercial,Cadre Commercial,1,10,10,9,1,3,2,3,Transformation Digitale,Occasionnel,8,8,4,3,2,4,1,3,3,Oui,17.0,1140,0.9,3923.48,3.0,1,4,0,0,0,0,Cadre Commercial | N2,0.273,0.8
24,M,4401,Marié(e),Consulting,Assistant de Direction,1,5,5,3,1,1,9,3,Transformation Digitale,Occasionnel,0,4,3,4,1,3,4,3,3,Non,16.0,607,0.6,4400.96,3.25,3,4,-1,0,0,0,Assistant de Direction | N1,0.167,0.0
41,M,9241,Célibataire,Commercial,Cadre Commercial,1,10,10,8,0,3,6,3,Marketing,Occasionnel,8,7,4,3,3,3,2,3,3,Non,12.0,990,0.8,3080.32,3.0,2,4,0,0,0,0,Cadre Commercial | N3,0.273,0.8
29,F,2974,Marié(e),Consulting,Consultant,9,9,5,3,1,2,9,4,Transformation Digitale,Occasionnel,1,2,4,3,1,3,3,3,3,Non,17.0,432,0.6,2973.97,3.25,3,4,0,0,0,1,Consultant | N1,0.333,0.2
36,F,4502,Célibataire,Commercial,Représentant Commercial,3,17,13,7,0,2,2,4,Infra & Cloud,Occasionnel,6,7,3,3,2,4,3,2,3,Non,15.0,587,0.538,2250.99,3.0,2,4,0,0,0,0,Représentant Commercial | N2,0.143,0.462
45,M,10748,Marié(e),Consulting,Manager,3,25,23,15,1,3,1,1,Infra & Cloud,Aucun,14,4,3,2,3,3,4,2,4,Non,23.0,2010,0.652,3582.65,3.0,2,4,2,0,0,0,Manager | N3,0.125,0.609
24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,1,1,0,1,2,22,1,Ressources Humaines,Occasionnel,0,0,4,1,1,3,3,3,3,Non,11.0,154,0.0,1554.98,3.25,3,4,2,0,1,0,Ressources Humaines | N1,1.0,0.0
47,M,12936,Marié(e),Commercial,Cadre Commercial,7,25,23,5,0,3,9,3,Infra & Cloud,Frequent,14,10,3,1,4,3,3,1,3,Non,11.0,1282,0.217,3233.99,2.5,1,3,2,0,0,1,Cadre Commercial | N4,0.125,0.609
26,M,2305,Marié(e),Consulting,Consultant,1,3,3,2,3,3,17,4,Transformation Digitale,Occasionnel,0,2,4,1,1,3,3,4,3,Non,15.0,301,0.667,2304.98,3.5,3,4,2,0,0,0,Consultant | N1,0.75,0.0
45,F,16704,Célibataire,Consulting,Directeur Technique,1,21,21,6,0,2,28,2,Entrepreunariat,Occasionnel,8,6,4,2,4,2,3,3,3,Non,11.0,1655,0.286,4175.99,3.0,2,4,1,0,0,0,Directeur Technique | N4,0.091,0.381
32,M,3433,Marié(e),Consulting,Assistant de Direction,6,10,5,2,1,3,10,3,Infra & Cloud,Frequent,1,3,1,3,1,3,1,2,3,Non,13.0,395,0.4,3432.97,1.75,1,3,0,0,0,1,Assistant de Direction | N1,0.5,0.2
31,M,3477,Marié(e),Consulting,Consultant,1,6,5,2,1,2,2,4,Infra & Cloud,Occasionnel,0,3,2,3,1,3,4,4,3,Non,14.000000000000002,427,0.4,3476.97,3.25,2,4,0,0,0,0,Consultant | N1,0.333,0.0
41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,10,3,2,1,4,4,3,Ressources Humaines,Aucun,1,2,3,1,2,2,2,3,3,Non,19.0,1027,0.667,3214.98,2.5,2,3,2,0,0,1,Ressources Humaines | N2,1.0,0.333
40,F,6516,Marié(e),Consulting,Tech Lead,2,18,1,0,1,3,8,2,Infra & Cloud,Occasionnel,0,0,2,3,2,1,2,3,3,Oui,16.0,899,0.0,3257.98,2.0,1,3,0,0,0,0,Tech Lead | N2,1.5,0.0
24,M,3907,Divorcé(e),Consulting,Consultant,1,6,6,2,3,2,29,1,Transformation Digitale,Occasionnel,1,2,2,3,1,1,2,4,3,Non,13.0,449,0.333,3906.96,2.25,1,4,0,0,0,0,Consultant | N1,0.286,0.167
46,M,5562,Célibataire,Consulting,Manager,6,19,10,7,0,3,13,4,Infra & Cloud,Occasionnel,0,9,3,3,2,2,4,3,3,Non,14.000000000000002,683,0.7,2780.99,3.0,2,4,0,0,0,1,Manager | N2,0.273,0.0
35,M,6883,Marié(e),Consulting,Tech Lead,2,17,7,7,1,3,27,4,Infra & Cloud,Occasionnel,0,7,4,3,2,3,2,3,3,Non,16.0,949,1.0,3441.48,3.0,2,4,0,0,0,0,Tech Lead | N2,0.375,0.0
30,M,2862,Marié(e),Consulting,Assistant de Direction,1,10,10,0,1,2,16,1,Infra & Cloud,Occasionnel,0,8,2,3,1,4,2,2,3,Non,12.0,307,0.0,2861.97,2.5,2,4,0,0,0,0,Assistant de Direction | N1,0.182,0.0
47,M,4978,Marié(e),Commercial,Cadre Commercial,7,4,1,0,1,3,2,4,Marketing,Aucun,0,0,3,3,2,2,4,1,3,Non,11.0,493,0.0,2488.99,2.5,1,4,0,0,0,1,Cadre Commercial | N2,1.5,0.0
