age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,montant_augmentation_precedente,ratio_anciennete_carriere,inertie_poste,stagnation_promotion,revenu_par_annee_experience,revenu_par_niveau,satisfaction_globale,satisfaction_min,delta_performance,hs_et_salaire_bas,jeune_faible_anciennete,trajet_long,job_hopper
29,M,2451,Marié(e),Consulting,Assistant de Direction,6,5,1,0,2,2,9,3,Infra & Cloud,Occasionnel,0,0,3,4,1,3,1,2,3,Non,18.0,374,0.2,0.0,0.0,408.5,2450.98,2.25,1,-1,0,1,0,1
33,M,6392,Marié(e),Commercial,Cadre Commercial,2,8,2,2,1,6,8,4,Infra & Cloud,Occasionnel,2,2,1,3,2,1,4,1,3,Non,13.0,735,0.25,1.0,1.0,710.22,3195.98,1.75,1,0,0,0,0,0
30,M,9714,Marié(e),Commercial,Cadre Commercial,1,10,10,8,1,4,1,3,Infra & Cloud,Occasionnel,6,7,2,2,2,1,4,3,3,Non,11.0,963,1.0,0.8,0.6,883.09,4856.98,2.5,1,1,0,0,0,0
38,M,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,10,6,3,0,2,10,4,Ressources Humaines,Frequent,1,2,3,3,2,3,3,3,3,Non,11.0,602,0.6,0.5,0.167,552.45,3038.48,3.0,3,0,0,0,0,0
35,M,2450,Célibataire,Consulting,Consultant,1,3,3,0,0,3,1,3,Transformation Digitale,Occasionnel,1,2,4,2,1,1,2,3,3,Non,19.0,391,1.0,0.0,0.333,612.5,2449.98,2.5,1,1,0,0,0,0
30,M,9250,Marié(e),Commercial,Cadre Commercial,3,9,4,2,1,3,29,4,Entrepreunariat,Occasionnel,1,3,3,3,3,2,2,3,3,Non,12.0,991,0.444,0.5,0.25,925.0,3083.32,2.5,2,0,0,0,1,0
35,F,2074,Divorcé(e),Consulting,Consultant,1,1,1,0,1,2,2,3,Infra & Cloud,Occasionnel,0,0,1,3,1,1,4,3,3,Oui,12.0,222,1.0,0.0,0.0,1037.0,2073.98,2.25,1,0,1,0,0,0
53,F,10169,Marié(e),Consulting,Tech Lead,0,34,33,7,1,4,2,5,Entrepreunariat,Occasionnel,1,9,3,2,3,4,2,3,3,Non,16.0,1403,0.971,0.212,0.03,290.54,3389.66,3.0,2,1,0,0,0,0
38,M,4855,Marié(e),Consulting,Tech Lead,4,7,5,2,2,2,2,3,Transformation Digitale,Occasionnel,1,4,3,3,2,2,1,3,3,Non,11.0,481,0.714,0.4,0.2,606.88,2427.49,2.25,1,0,0,0,0,0
32,M,4087,Marié(e),Consulting,Assistant de Direction,4,9,6,5,1,3,1,4,Entrepreunariat,Aucun,1,2,4,3,2,1,2,2,3,Non,14.000000000000002,502,0.667,0.833,0.167,408.7,2043.49,2.25,1,0,0,0,0,0
48,F,2367,Marié(e),Consulting,Assistant de Direction,8,10,8,2,1,3,15,4,Autre,Occasionnel,7,6,3,3,1,1,4,2,3,Non,12.0,254,0.8,0.25,0.875,215.18,2366.98,2.5,1,0,0,0,1,1
34,M,2972,Célibataire,Consulting,Assistant de Direction,1,1,1,0,0,4,7,4,Transformation Digitale,Occasionnel,0,0,1,3,1,4,3,1,3,Non,13.0,342,1.0,0.0,0.0,1486.0,2971.97,2.25,1,0,0,0,0,0
55,M,19586,Marié(e),Commercial,Senior Manager,1,36,36,6,1,3,26,5,Marketing,Occasionnel,2,13,3,2,5,4,3,3,4,Non,21.0,3399,1.0,0.167,0.056,529.35,3917.19,3.25,3,2,0,0,1,0
34,M,5484,Marié(e),Consulting,Assistant de Direction,9,9,2,2,1,3,1,4,Infra & Cloud,Occasionnel,2,1,2,3,2,4,2,2,3,Non,17.0,797,0.222,1.0,1.0,548.4,2741.99,2.5,2,0,0,0,0,1
26,F,2061,Marié(e),Consulting,Assistant de Direction,1,1,1,0,0,5,3,3,Infra & Cloud,Occasionnel,0,0,1,3,1,4,1,3,4,Non,21.0,358,1.0,0.0,0.0,1030.5,2060.98,2.25,1,1,0,1,0,0
38,M,9924,Marié(e),Commercial,Cadre Commercial,0,10,9,8,1,3,14,3,Infra & Cloud,Occasionnel,7,7,3,3,2,2,4,3,3,Non,11.0,983,0.9,0.889,0.778,902.18,4961.98,3.0,2,0,0,0,0,0
38,F,4198,Célibataire,Commercial,Cadre Commercial,2,8,3,2,0,5,16,3,Infra & Cloud,Occasionnel,1,2,2,3,2,2,2,4,3,Non,12.0,450,0.375,0.667,0.333,466.44,2098.99,2.5,2,0,0,0,1,0
36,F,6815,Célibataire,Commercial,Cadre Commercial,6,15,1,0,0,5,1,4,Infra & Cloud,Occasionnel,0,0,2,3,2,3,1,3,3,Non,13.0,784,0.067,0.0,0.0,425.94,3407.48,2.25,1,0,0,0,0,1
29,M,4723,Célibataire,Consulting,Consultant,1,10,10,9,0,3,3,1,Transformation Digitale,Occasionnel,1,5,2,3,1,1,4,3,3,Oui,18.0,720,1.0,0.9,0.1,429.36,4722.95,2.5,1,0,1,0,0,0
35,F,6142,Célibataire,Consulting,Manager,3,10,5,2,0,4,10,4,Transformation Digitale,Occasionnel,0,4,1,3,2,3,3,3,3,Oui,16.0,847,0.5,0.4,0.0,558.36,3070.98,2.5,1,0,0,0,0,0
39,M,8237,Marié(e),Commercial,Cadre Commercial,2,11,7,6,1,3,6,3,Transformation Digitale,Occasionnel,7,6,4,4,3,3,1,3,3,Non,11.0,816,0.636,0.857,1.0,686.42,2745.66,2.75,1,-1,0,0,0,0
29,M,8853,Divorcé(e),Consulting,Manager,1,6,6,4,1,0,2,1,Infra & Cloud,Frequent,1,3,1,3,2,4,4,4,3,Non,19.0,1414,1.0,0.667,0.167,1264.71,4426.48,3.25,1,0,0,0,0,0
50,M,19331,Marié(e),Commercial,Senior Manager,4,27,1,0,1,2,9,3,Marketing,Occasionnel,0,0,3,3,5,3,3,3,3,Oui,16.0,2666,0.037,0.0,0.0,690.39,3866.19,3.0,3,0,0,0,0,0
23,M,2073,Marié(e),Consulting,Assistant de Direction,2,4,2,2,1,2,10,3,Entrepreunariat,Occasionnel,2,2,4,4,1,3,4,3,3,Non,16.0,286,0.5,1.0,1.0,414.6,2072.98,3.5,3,-1,0,1,0,0
36,M,5562,Marié(e),Consulting,Consultant,3,9,3,2,1,3,6,4,Infra & Cloud,Frequent,0,2,1,4,2,1,4,3,3,Oui,13.0,640,0.333,0.667,0.0,556.2,2780.99,2.25,1,-1,0,0,0,0
42,M,19613,Célibataire,Consulting,Senior Manager,8,24,1,0,0,2,9,2,Autre,Occasionnel,0,1,4,2,5,4,4,3,4,Non,22.0,3537,0.042,0.0,0.0,784.52,3922.59,3.75,3,2,0,0,0,1
35,M,3407,Marié(e),Consulting,Consultant,1,10,10,9,2,3,28,3,Infra & Cloud,Occasionnel,6,8,2,4,2,3,4,2,3,Non,17.0,495,1.0,0.9,0.6,309.73,1703.49,2.75,2,-1,0,0,1,0
34,M,5063,Marié(e),Consulting,Manager,1,8,8,2,1,3,10,4,Entrepreunariat,Frequent,7,7,4,2,2,3,2,2,3,Non,14.000000000000002,622,1.0,0.25,0.875,562.56,2531.49,2.75,2,1,0,0,0,0
40,F,4639,Marié(e),Commercial,Cadre Commercial,1,5,5,4,1,2,14,2,Infra & Cloud,Occasionnel,1,2,4,3,2,1,3,3,3,Non,15.0,605,1.0,0.8,0.2,773.17,2319.49,2.75,1,0,0,0,0,0
43,M,4876,Divorcé(e),Consulting,Consultant,5,8,6,4,1,0,27,3,Entrepreunariat,Occasionnel,0,2,4,4,1,2,3,3,3,Non,12.0,522,0.75,0.667,0.0,541.78,4875.95,3.0,2,-1,0,0,1,1
35,M,2690,Marié(e),Consulting,Consultant,1,1,1,0,1,5,7,2,Infra & Cloud,Occasionnel,0,1,3,2,1,4,4,2,3,Non,18.0,410,1.0,0.0,0.0,1345.0,2689.97,3.25,2,1,0,0,0,0
46,M,17567,Célibataire,Commercial,Senior Manager,1,27,26,0,0,5,1,4,Infra & Cloud,Occasionnel,0,12,4,4,4,1,2,1,3,Non,15.0,2291,0.963,0.0,0.0,627.39,4391.74,2.0,1,-1,0,0,0,0
28,M,2408,Marié(e),Consulting,Consultant,1,1,1,1,3,3,24,3,Transformation Digitale,Occasionnel,0,0,3,3,1,2,3,3,3,Oui,17.0,350,1.0,1.0,0.0,1204.0,2407.98,2.75,2,0,1,1,1,0
22,F,2814,Marié(e),Consulting,Assistant de Direction,1,4,4,2,0,2,26,2,Autre,Aucun,1,3,2,2,1,3,2,2,3,Oui,14.000000000000002,346,1.0,0.5,0.25,562.8,2813.97,2.25,2,1,1,0,1,0
50,M,11245,Marié(e),Consulting,Manager,2,32,30,8,1,3,20,5,Transformation Digitale,Frequent,12,13,2,3,4,3,3,3,3,Oui,15.0,1467,0.937,0.267,0.4,340.76,2811.24,2.75,2,0,0,0,1,0
32,F,3312,Marié(e),Consulting,Assistant de Direction,3,6,3,2,2,3,5,4,Autre,Occasionnel,0,2,2,4,1,4,4,3,3,Non,17.0,481,0.5,0.667,0.0,473.14,3311.97,3.25,2,-1,0,0,0,0
44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,23,22,7,1,4,7,3,Transformation Digitale,Occasionnel,1,10,2,3,5,4,4,2,3,Oui,14.000000000000002,2339,0.957,0.318,0.045,793.71,3809.79,3.0,2,0,0,0,0,0
30,M,2141,Marié(e),Consulting,Assistant de Direction,1,6,6,4,1,3,7,3,Transformation Digitale,Occasionnel,1,1,2,2,1,2,2,2,3,Non,12.0,229,1.0,0.667,0.167,305.86,2140.98,2.0,2,1,0,0,0,0
45,F,5769,Célibataire,Consulting,Consultant,1,10,10,7,0,3,5,5,Transformation Digitale,Occasionnel,1,4,3,1,2,1,1,3,3,Oui,14.000000000000002,708,1.0,0.7,0.1,524.45,2884.49,2.0,1,2,0,0,0,0
45,M,4385,Marié(e),Commercial,Cadre Commercial,1,10,10,7,1,2,26,3,Marketing,Aucun,4,5,1,2,2,1,1,3,3,Non,15.0,572,1.0,0.7,0.4,398.64,2192.49,1.5,1,1,0,0,1,0
31,M,5332,Célibataire,Commercial,Cadre Commercial,7,10,5,2,0,3,2,4,Autre,Frequent,0,3,4,3,2,1,4,3,3,Non,13.0,613,0.5,0.4,0.0,484.73,2665.99,3.0,1,0,0,0,0,1
36,F,4663,Marié(e),Consulting,Tech Lead,9,7,3,2,2,2,12,4,Infra & Cloud,Occasionnel,1,1,3,3,2,3,2,3,3,Oui,12.0,500,0.429,0.667,0.333,582.88,2331.49,2.75,2,0,1,0,0,1
34,M,4724,Divorcé(e),Consulting,Tech Lead,1,9,9,7,1,3,10,4,Infra & Cloud,Frequent,7,2,3,4,2,4,1,3,3,Non,13.0,543,1.0,0.778,0.778,472.4,2361.99,2.75,1,-1,0,0,0,0
49,F,3211,Marié(e),Consulting,Consultant,1,10,9,6,1,3,25,4,Infra & Cloud,Occasionnel,1,4,3,3,1,1,4,2,3,Non,14.000000000000002,394,0.9,0.667,0.111,291.91,3210.97,2.5,1,0,0,0,1,0
39,M,5377,Marié(e),Consulting,Tech Lead,2,10,7,7,3,3,10,5,Transformation Digitale,Occasionnel,7,7,2,3,2,1,4,3,3,Non,13.0,619,0.7,1.0,1.0,488.82,2688.49,2.5,1,0,0,0,0,0
27,M,4066,Divorcé(e),Consulting,Consultant,1,7,7,7,2,3,19,3,Autre,Occasionnel,0,7,4,2,1,1,1,3,3,Non,11.0,403,1.0,1.0,0.0,508.25,4065.96,2.25,1,1,0,0,1,0
35,M,5208,Marié(e),Consulting,Assistant de Direction,1,16,16,15,0,2,18,5,Infra & Cloud,Occasionnel,1,10,2,4,2,1,4,3,3,Non,11.0,516,1.0,0.937,0.062,306.35,2603.99,2.5,1,-1,0,0,1,0
28,F,4877,Divorcé(e),Consulting,Tech Lead,0,6,5,3,1,5,27,3,Transformation Digitale,Occasionnel,0,0,2,1,2,1,2,2,4,Non,21.0,846,0.833,0.6,0.0,696.71,2438.49,1.75,1,3,0,0,1,0
21,M,3117,Célibataire,Consulting,Assistant de Direction,1,3,2,2,0,2,5,1,Transformation Digitale,Occasionnel,2,2,3,3,1,4,3,3,3,Non,18.0,475,0.667,1.0,1.0,779.25,3116.97,3.25,3,0,0,1,0,0
18,F,1569,Célibataire,Commercial,Représentant Commercial,1,0,0,0,0,2,3,2,Transformation Digitale,Frequent,0,0,2,3,1,4,3,4,3,Oui,12.0,168,0.0,0.0,0.0,1569.0,1568.98,3.25,2,0,1,1,0,0
47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,27,5,2,1,2,26,4,Infra & Cloud,Occasionnel,1,0,4,3,5,3,3,3,3,Non,11.0,1948,0.185,0.4,0.2,702.07,3931.59,3.25,3,0,0,0,1,0
39,M,3069,Divorcé(e),Consulting,Consultant,0,11,10,8,1,3,3,2,Transformation Digitale,Occasionnel,0,7,3,2,2,3,4,3,3,Non,15.0,400,0.909,0.8,0.0,255.75,1534.49,3.25,3,1,0,0,0,0
40,F,10435,Marié(e),Consulting,Tech Lead,1,18,18,15,2,2,15,3,Infra & Cloud,Occasionnel,14,12,1,2,3,3,4,3,3,Non,13.0,1200,1.0,0.833,0.778,549.21,3478.32,2.75,1,1,0,0,1,0
35,F,4148,Marié(e),Consulting,Manager,1,15,14,11,1,5,8,4,Infra & Cloud,Aucun,2,9,3,3,2,3,4,3,3,Non,12.0,444,0.933,0.786,0.143,259.25,2073.99,3.25,3,0,0,0,0,0
37,M,5768,Marié(e),Consulting,Tech Lead,3,9,4,3,3,2,19,3,Infra & Cloud,Occasionnel,0,2,3,3,2,3,1,2,3,Non,17.0,838,0.444,0.75,0.0,576.8,2883.99,2.25,1,0,0,0,1,0
39,F,5042,Célibataire,Consulting,Tech Lead,0,10,9,2,0,2,4,3,Transformation Digitale,Frequent,3,8,1,3,2,3,4,1,3,Non,13.0,580,0.9,0.222,0.333,458.36,2520.99,2.25,1,0,0,0,0,0
45,F,5770,Divorcé(e),Consulting,Tech Lead,1,10,10,7,2,3,2,2,Autre,Occasionnel,3,9,4,2,2,4,1,3,3,Non,19.0,921,1.0,0.7,0.3,524.55,2884.99,3.0,1,1,0,0,0,0
38,F,7756,Marié(e),Consulting,Tech Lead,3,10,5,4,1,6,2,2,Transformation Digitale,Occasionnel,0,2,4,2,3,3,4,4,3,Oui,19.0,1238,0.5,0.8,0.0,705.09,2585.32,3.75,3,1,0,0,0,0
35,M,10306,Marié(e),Commercial,Cadre Commercial,9,15,13,12,0,3,10,3,Transformation Digitale,Occasionnel,6,0,4,2,3,1,3,3,3,Non,17.0,1497,0.867,0.923,0.462,644.12,3435.32,2.75,1,1,0,0,0,1
37,F,3936,Marié(e),Consulting,Assistant de Direction,1,8,8,4,1,2,10,3,Transformation Digitale,Occasionnel,7,7,2,3,1,2,1,1,3,Non,11.0,390,1.0,0.5,0.875,437.33,3935.96,1.5,1,0,0,0,0,0
40,F,7945,Célibataire,Consulting,Tech Lead,6,18,4,2,0,2,16,3,Infra & Cloud,Occasionnel,3,3,3,3,3,4,4,2,3,Oui,15.0,1036,0.222,0.5,0.75,418.16,2648.32,3.25,2,0,0,0,1,1
44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,14,10,7,0,3,1,5,Ressources Humaines,Frequent,0,2,1,3,2,4,3,3,3,Oui,11.0,569,0.714,0.7,0.0,382.87,2871.49,2.75,1,0,0,0,0,0
48,M,15202,Marié(e),Consulting,Senior Manager,2,23,2,2,1,3,4,5,Transformation Digitale,Frequent,2,2,3,2,4,4,2,3,4,Non,25.0,3040,0.087,1.0,1.0,633.42,3800.49,3.0,2,2,0,0,0,0
35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,7,2,2,2,2,15,2,Transformation Digitale,Occasionnel,2,2,1,1,2,4,4,2,3,Oui,14.000000000000002,668,0.286,1.0,1.0,680.0,2719.99,2.75,1,2,0,0,1,1
24,F,3760,Célibataire,Consulting,Assistant de Direction,1,6,6,3,0,2,2,1,Entrepreunariat,Frequent,1,3,1,3,1,4,3,3,3,Oui,13.0,433,1.0,0.5,0.167,537.14,3759.96,2.75,1,0,1,0,0,0
27,F,3517,Marié(e),Consulting,Assistant de Direction,7,5,3,2,0,0,8,3,Transformation Digitale,Occasionnel,0,2,2,4,1,3,1,3,3,Non,17.0,511,0.6,0.667,0.0,586.17,3516.96,2.25,1,-1,0,0,0,1
27,M,2580,Célibataire,Consulting,Assistant de Direction,2,6,4,2,0,0,2,3,Transformation Digitale,Frequent,1,2,4,3,1,4,3,2,3,Non,13.0,297,0.667,0.5,0.25,368.57,2579.97,3.25,2,0,0,0,0,0
40,M,2166,Célibataire,Consulting,Consultant,3,10,4,2,0,3,7,3,Infra & Cloud,Occasionnel,0,3,1,3,1,1,2,1,3,Oui,14.000000000000002,266,0.4,0.5,0.0,196.91,2165.98,1.25,1,0,1,0,0,0
29,M,5869,Célibataire,Commercial,Cadre Commercial,9,8,5,2,0,2,10,3,Transformation Digitale,Occasionnel,1,4,3,2,2,3,3,3,3,Non,11.0,582,0.625,0.4,0.2,652.11,2934.49,3.0,3,1,0,0,0,1
36,F,8008,Marié(e),Consulting,Manager,4,9,3,2,2,6,5,4,Infra & Cloud,Occasionnel,0,2,2,3,3,1,3,3,3,Non,12.0,858,0.333,0.667,0.0,800.8,2669.32,2.25,1,0,0,0,0,0
25,M,5206,Divorcé(e),Consulting,Tech Lead,1,7,7,7,2,6,2,1,Infra & Cloud,Frequent,0,7,4,4,2,3,3,3,3,Non,17.0,756,1.0,1.0,0.0,650.75,2602.99,3.25,3,-1,0,0,0,0
39,M,5295,Marié(e),Consulting,Tech Lead,4,7,5,4,0,3,12,3,Transformation Digitale,Occasionnel,1,0,4,3,2,2,3,3,4,Non,21.0,919,0.714,0.8,0.2,661.88,2647.49,3.0,2,1,0,0,0,0
49,F,16413,Marié(e),Consulting,Directeur Technique,3,27,4,2,2,2,22,4,Autre,Occasionnel,1,2,1,3,4,2,2,3,3,Non,16.0,2264,0.148,0.5,0.25,586.18,4103.24,2.0,1,0,0,0,1,0
50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,19,14,11,3,3,17,5,Infra & Cloud,Occasionnel,1,11,4,2,3,1,3,3,3,Non,15.0,1731,0.737,0.786,0.071,663.45,4422.99,2.75,1,1,0,0,1,1
20,F,2783,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,2,3,Transformation Digitale,Occasionnel,2,2,3,3,1,3,1,3,3,Non,19.0,444,1.0,1.0,1.0,927.67,2782.97,2.5,1,0,0,1,0,0
34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,11,11,8,1,2,3,3,Infra & Cloud,Occasionnel,7,9,4,3,2,2,3,3,3,Non,12.0,582,1.0,0.727,0.636,452.75,2716.49,3.0,2,0,0,0,0,0
36,M,2013,Célibataire,Consulting,Consultant,2,15,4,3,0,4,7,3,Infra & Cloud,Occasionnel,1,3,1,3,1,2,3,3,3,Non,11.0,199,0.267,0.75,0.25,125.81,2012.98,2.25,1,0,0,0,0,0
49,F,13966,Marié(e),Consulting,Manager,2,30,15,11,1,3,6,1,Infra & Cloud,Occasionnel,2,12,3,2,4,3,2,3,3,Oui,19.0,2230,0.5,0.733,0.133,450.52,3491.49,2.75,2,1,0,0,0,0
36,F,4374,Marié(e),Consulting,Tech Lead,0,4,3,2,0,6,1,4,Transformation Digitale,Aucun,1,2,4,2,2,3,3,3,3,Non,15.0,571,0.75,0.667,0.333,874.8,2186.99,3.25,3,1,0,0,0,0
36,M,6842,Divorcé(e),Consulting,Manager,6,13,5,4,1,3,3,2,Infra & Cloud,Occasionnel,0,4,4,4,2,1,1,3,4,Non,20.0,1140,0.385,0.8,0.0,488.71,3420.98,2.25,1,0,0,0,0,1
54,F,17426,Marié(e),Consulting,Senior Manager,3,36,10,8,1,6,22,5,Transformation Digitale,Occasionnel,4,7,2,3,4,3,3,3,4,Non,25.0,3485,0.278,0.8,0.4,470.97,4356.49,2.75,2,1,0,0,1,0
43,M,17603,Marié(e),Consulting,Directeur Technique,1,14,14,10,1,3,15,2,Infra & Cloud,Occasionnel,6,11,3,2,4,3,1,3,4,Non,24.0,3407,1.0,0.714,0.429,1173.53,4400.74,2.5,1,2,0,0,1,0
35,M,4581,Célibataire,Commercial,Cadre Commercial,3,13,11,9,0,2,12,4,Autre,Frequent,6,7,4,3,2,4,1,4,4,Oui,24.0,887,0.846,0.818,0.545,327.21,2290.49,3.25,1,1,1,0,0,0
38,M,4735,Marié(e),Consulting,Assistant de Direction,7,19,13,11,2,4,1,3,Infra & Cloud,Frequent,2,9,4,3,2,4,4,4,3,Non,15.0,618,0.684,0.846,0.154,236.75,2367.49,4.0,4,0,0,0,0,1
29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,10,10,0,1,3,5,3,Transformation Digitale,Occasionnel,0,9,1,2,2,2,2,2,3,Oui,13.0,482,1.0,0.0,0.0,380.64,2093.49,1.75,1,1,1,0,0,0
33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,6,6,2,2,5,2,4,Transformation Digitale,Occasionnel,0,4,4,3,2,4,3,3,3,Non,14.000000000000002,676,1.0,0.333,0.0,786.43,2752.49,3.5,3,0,0,0,0,0
32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,10,9,5,2,4,2,3,Transformation Digitale,Occasionnel,1,6,4,3,2,2,3,2,3,Non,13.0,629,0.9,0.556,0.111,497.27,2734.99,2.75,2,0,0,0,0,0
31,F,5476,Marié(e),Commercial,Cadre Commercial,1,10,10,0,2,2,5,4,Infra & Cloud,Occasionnel,0,2,1,3,2,4,1,3,3,Non,11.0,543,1.0,0.0,0.0,497.82,2737.99,2.25,1,0,0,0,0,0
49,F,2587,Divorcé(e),Consulting,Consultant,4,17,2,2,1,2,16,3,Transformation Digitale,Occasionnel,2,2,4,3,1,1,2,2,3,Oui,16.0,357,0.118,1.0,1.0,143.72,2586.97,2.25,1,0,1,0,1,0
38,F,2440,Célibataire,Consulting,Consultant,1,4,4,3,0,3,2,3,Transformation Digitale,Frequent,3,3,4,2,1,2,2,3,4,Non,22.0,440,1.0,0.75,0.75,488.0,2439.98,2.75,2,2,0,0,0,0
47,F,15972,Divorcé(e),Commercial,Senior Manager,6,29,3,2,3,2,2,4,Infra & Cloud,Occasionnel,1,2,2,4,4,2,3,3,3,Non,14.000000000000002,1961,0.103,0.667,0.333,532.4,3992.99,2.5,2,-1,0,0,0,1
49,M,15379,Célibataire,Consulting,Senior Manager,4,23,8,7,0,2,1,3,Infra & Cloud,Occasionnel,0,0,3,3,4,3,1,3,3,Non,14.000000000000002,1889,0.348,0.875,0.0,640.79,3844.74,2.5,1,0,0,0,0,0
41,M,7082,Célibataire,Commercial,Cadre Commercial,3,21,2,0,0,2,23,2,Infra & Cloud,Occasionnel,0,2,4,3,3,3,4,3,3,Oui,16.0,977,0.095,0.0,0.0,321.91,2360.66,3.5,3,0,0,0,1,0
20,M,2728,Célibataire,Commercial,Représentant Commercial,1,2,2,2,0,3,9,1,Infra & Cloud,Occasionnel,0,2,4,3,1,1,1,3,3,Non,11.0,270,1.0,1.0,0.0,909.33,2727.97,2.25,1,0,0,1,0,0
33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,7,6,5,1,2,16,3,Infra & Cloud,Aucun,1,2,3,3,2,4,3,3,4,Oui,25.0,1074,0.857,0.833,0.167,671.0,2683.99,3.25,3,1,0,0,1,0
36,M,5347,Marié(e),Consulting,Manager,6,10,3,2,2,2,26,4,Infra & Cloud,Occasionnel,0,2,1,3,2,3,2,2,3,Non,14.000000000000002,657,0.3,0.667,0.0,486.09,2673.49,2.0,1,0,0,0,1,1
44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,8,2,2,3,2,1,3,Infra & Cloud,Occasionnel,2,2,3,3,1,4,1,3,3,Oui,18.0,487,0.25,1.0,1.0,355.0,3194.97,2.75,1,0,1,0,0,0
23,M,3989,Célibataire,Consulting,Consultant,1,5,5,4,0,2,8,1,Transformation Digitale,Occasionnel,1,2,4,2,1,3,1,3,3,Oui,11.0,395,1.0,0.8,0.2,664.83,3988.96,2.75,1,1,1,0,0,0
38,F,3306,Marié(e),Consulting,Consultant,7,7,0,0,1,5,4,2,Transformation Digitale,Occasionnel,0,0,4,3,1,3,4,2,3,Non,19.0,528,0.0,0.0,0.0,413.25,3305.97,3.25,2,0,0,0,0,1
53,M,7005,Marié(e),Consulting,Manager,3,11,4,3,0,2,24,4,Transformation Digitale,Occasionnel,1,2,2,4,3,4,3,3,3,Non,15.0,914,0.364,0.75,0.25,583.75,2334.99,3.0,2,-1,0,0,1,0
48,F,2655,Marié(e),Commercial,Représentant Commercial,2,19,9,7,2,3,7,2,Transformation Digitale,Frequent,7,7,4,3,1,3,3,3,3,Oui,11.0,263,0.474,0.778,0.778,132.75,2654.97,3.25,3,0,1,0,0,0
32,M,1393,Célibataire,Consulting,Consultant,1,1,1,0,0,2,2,4,Infra & Cloud,Occasionnel,0,0,4,3,1,2,1,3,3,Non,12.0,149,1.0,0.0,0.0,696.5,1392.99,2.5,1,0,0,0,0,0
26,M,2570,Célibataire,Consulting,Consultant,1,7,7,7,0,5,7,3,Transformation Digitale,Aucun,5,7,4,3,1,4,3,3,4,Non,20.0,428,1.0,1.0,0.714,321.25,2569.97,3.5,3,1,0,0,0,0
55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,8,4,2,1,1,22,3,Entrepreunariat,Occasionnel,1,2,1,2,1,2,4,3,3,Non,12.0,379,0.5,0.5,0.25,393.0,3536.96,2.5,1,1,0,0,1,1
34,M,3986,Marié(e),Consulting,Consultant,1,15,15,10,1,3,5,2,Transformation Digitale,Occasionnel,4,13,2,2,2,4,3,4,3,Non,14.000000000000002,490,1.0,0.667,0.267,249.12,1992.99,3.25,2,1,0,0,0,0
60,M,10883,Divorcé(e),Consulting,Manager,3,19,1,0,1,2,1,4,Transformation Digitale,Occasionnel,0,0,3,1,3,4,3,4,4,Non,20.0,1814,0.053,0.0,0.0,544.15,3627.65,3.5,3,3,0,0,0,0
33,M,2028,Marié(e),Consulting,Consultant,1,14,14,11,3,6,21,3,Transformation Digitale,Occasionnel,2,13,2,4,1,2,4,3,3,Non,18.0,309,1.0,0.786,0.143,135.2,2027.98,2.75,2,-1,0,0,1,0
37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,6,6,3,2,2,1,4,Transformation Digitale,Frequent,1,3,3,1,2,4,3,2,3,Non,14.000000000000002,1170,1.0,0.5,0.167,1360.71,4762.48,3.0,2,2,0,0,0,0
34,F,2929,Marié(e),Consulting,Assistant de Direction,1,10,10,9,0,3,19,3,Infra & Cloud,Occasionnel,8,7,2,2,1,4,2,3,3,Non,12.0,314,1.0,0.9,0.8,266.27,2928.97,2.75,2,1,0,0,1,0
23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,3,3,2,1,2,7,3,Infra & Cloud,Occasionnel,0,2,3,3,1,4,2,3,4,Oui,21.0,395,1.0,0.667,0.0,568.75,2274.98,3.0,2,1,1,0,0,0
44,F,7879,Marié(e),Consulting,Manager,1,9,8,7,1,2,2,3,Infra & Cloud,Occasionnel,6,7,3,4,3,4,2,3,3,Oui,19.0,1258,0.889,0.875,0.75,787.9,2626.32,3.0,2,-1,0,0,0,0
